,Late Delivery Probability,Risk Category,Actual Late Delivery,Key Risk Drivers,Order Region,Customer Segment,Customer Country,Product Name,Category Name,Department Name,Shipping Mode,Order Status
52001,0.99963284,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Consumer,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
48583,0.999632,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
44076,0.9996309,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
36203,0.9996307,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Consumer,EE. UU.,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,COMPLETE
125845,0.99962926,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,ON_HOLD
38735,0.9996288,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Corporate,EE. UU.,Team Golf San Francisco Giants Putter Grip,Accessories,Outdoors,First Class,PENDING_PAYMENT
11379,0.99962854,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
162672,0.9996283,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Nike Men's Deutschland Weltmeister Winners Bl,Girls' Apparel,Golf,First Class,COMPLETE
141562,0.9996283,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,ON_HOLD
29525,0.9996276,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,CLOSED
86584,0.9996275,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,PENDING_PAYMENT
152859,0.9996275,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
179005,0.99962735,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Corporate,Puerto Rico,Adult dog supplies,Pet Supplies,Pet Shop,First Class,PROCESSING
33056,0.99962723,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
159604,0.9996271,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central Asia,Home Office,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,COMPLETE
111142,0.99962676,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,Puerto Rico,Glove It Women's Mod Oval Golf Glove,Golf Balls,Outdoors,First Class,PROCESSING
124119,0.9996265,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Home Office,Puerto Rico,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PENDING
149520,0.9996265,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
161687,0.9996263,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
71727,0.99962616,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
46055,0.9996247,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
109426,0.9996245,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,PENDING_PAYMENT
85650,0.9996239,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Home Office,EE. UU.,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,PENDING_PAYMENT
172677,0.99962115,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,EE. UU.,CDs of rock,CDs ,Discs Shop,First Class,PROCESSING
114474,0.9996202,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Western Europe,Consumer,EE. UU.,Under Armour Men's Compression EV SL Slide,Electronics,Footwear,First Class,PENDING_PAYMENT
33823,0.99961996,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
78512,0.9996197,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
171238,0.9996195,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Central America,Consumer,EE. UU.,Glove It Women's Mod Oval Golf Glove,Golf Balls,Outdoors,First Class,PAYMENT_REVIEW
66125,0.9996191,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
2365,0.9996145,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,ON_HOLD
161904,0.99961394,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PROCESSING
100793,0.9996132,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",West of USA ,Consumer,EE. UU.,Glove It Women's Mod Oval Golf Glove,Golf Balls,Outdoors,First Class,CLOSED
158526,0.9996106,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Home Office,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
17430,0.99961036,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",North Africa,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
88854,0.99961025,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",East of USA,Home Office,EE. UU.,Glove It Women's Imperial Golf Glove,Golf Balls,Outdoors,First Class,ON_HOLD
36245,0.99961,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PROCESSING
53627,0.9996092,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Consumer,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
134729,0.9996086,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
163689,0.99960726,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Corporate,EE. UU.,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
179377,0.999607,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Home Office,EE. UU.,Toys ,Toys,Fan Shop,First Class,PENDING_PAYMENT
10081,0.9996069,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
48967,0.9996057,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
21688,0.99960405,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,COMPLETE
117446,0.9996032,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
57846,0.99960274,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PROCESSING
80203,0.99960274,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Corporate,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PENDING_PAYMENT
54559,0.99960166,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
147860,0.9996014,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Corporate,EE. UU.,LIJA Women's Argyle Golf Polo,Golf Shoes,Outdoors,First Class,COMPLETE
88369,0.99960107,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
159977,0.9995989,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,ON_HOLD
20086,0.9995968,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PROCESSING
39778,0.9995963,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Corporate,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
125846,0.9995962,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,ON_HOLD
16627,0.9995952,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
50670,0.9995943,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
55102,0.99959415,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southeast Asia,Corporate,Puerto Rico,Nike Women's Legend V-Neck T-Shirt,Hockey,Fitness,First Class,COMPLETE
73544,0.99959403,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Oceania,Consumer,Puerto Rico,Under Armour Women's Ignite PIP VI Slide,Electronics,Footwear,First Class,COMPLETE
158831,0.99958986,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Home Office,Puerto Rico,Titleist Pro V1 High Numbers Personalized Gol,Electronics,Outdoors,First Class,COMPLETE
125352,0.99958843,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,ON_HOLD
13607,0.9995876,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Europe,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PENDING
158414,0.9995865,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,CLOSED
67526,0.9995851,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Consumer,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PROCESSING
7521,0.99958295,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Home Office,EE. UU.,Bowflex SelectTech 1090 Dumbbells,Fitness Accessories,Footwear,First Class,COMPLETE
149142,0.99957997,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,Puerto Rico,Nike Women's Legend V-Neck T-Shirt,Hockey,Fitness,First Class,PROCESSING
135290,0.9995771,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
118025,0.9995759,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Consumer,EE. UU.,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,Apparel,First Class,PROCESSING
178629,0.9995747,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southeast Asia,Corporate,Puerto Rico,Men's gala suit,Men's Clothing,Apparel,First Class,PROCESSING
34110,0.99957365,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Home Office,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,ON_HOLD
102586,0.99957234,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Consumer,EE. UU.,ENO Atlas Hammock Straps,Hunting & Shooting,Fan Shop,First Class,PROCESSING
158892,0.99957114,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southern Europe,Corporate,EE. UU.,Team Golf New England Patriots Putter Grip,Accessories,Outdoors,First Class,PENDING_PAYMENT
162124,0.99956983,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Consumer,EE. UU.,Under Armour Women's Ignite PIP VI Slide,Electronics,Footwear,First Class,PROCESSING
12389,0.9995653,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Canada,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING
147705,0.9995652,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
89050,0.99956375,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Corporate,Puerto Rico,adidas Youth Germany Black/Red Away Match Soc,Girls' Apparel,Golf,First Class,PENDING_PAYMENT
134183,0.9995634,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",US Center ,Home Office,EE. UU.,ENO Atlas Hammock Straps,Hunting & Shooting,Fan Shop,First Class,COMPLETE
60929,0.9995622,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
95193,0.999561,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,CLOSED
140280,0.99956065,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
167631,0.99955934,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,Puerto Rico,Under Armour Men's Tech II T-Shirt,Lacrosse,Fitness,First Class,COMPLETE
53475,0.9995573,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West of USA ,Corporate,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING_PAYMENT
12316,0.9995565,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
114623,0.99955624,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PROCESSING
58892,0.99955326,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING
715,0.9995448,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING
28840,0.9995447,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,Puerto Rico,Clicgear 8.0 Shoe Brush,Golf Gloves,Outdoors,First Class,PENDING_PAYMENT
19363,0.9995394,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Corporate,Puerto Rico,Under Armour Women's Micro G Skulpt Running S,Boxing & MMA,Footwear,First Class,CLOSED
7777,0.99953926,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
824,0.99953794,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South of  USA ,Home Office,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
58558,0.9995334,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southeast Asia,Home Office,Puerto Rico,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,First Class,CLOSED
14249,0.99952817,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Home Office,Puerto Rico,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,COMPLETE
72057,0.9995254,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Canada,Home Office,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING_PAYMENT
140452,0.9995253,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Corporate,EE. UU.,adidas Men's F10 Messi TRX FG Soccer Cleat,Baseball & Softball,Fitness,First Class,PAYMENT_REVIEW
152441,0.9995235,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Consumer,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,CLOSED
33523,0.9995227,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
56203,0.9995197,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East of USA,Home Office,EE. UU.,Columbia Men's PFG Anchor Tough T-Shirt,Shop By Sport,Golf,First Class,PENDING
165274,0.99951804,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Europe,Consumer,Puerto Rico,Perfect Fitness Perfect Rip Deck,Cleats,Apparel,First Class,PENDING
85245,0.9995179,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Southern Africa,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
34488,0.9995154,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",East Africa,Home Office,Puerto Rico,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,Fan Shop,First Class,COMPLETE
87989,0.99951375,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Eastern Asia,Corporate,Puerto Rico,adidas Youth Germany Black/Red Away Match Soc,Girls' Apparel,Golf,First Class,PENDING
113952,0.9995116,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Central America,Consumer,EE. UU.,Hirzl Men's Hybrid Golf Glove,Golf Balls,Outdoors,First Class,CLOSED
139457,0.9995067,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Caribbean,Corporate,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PROCESSING
46477,0.99950254,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Asia,Home Office,Puerto Rico,Top Flite Women's 2014 XL Hybrid,Golf Apparel,Outdoors,First Class,PENDING_PAYMENT
119147,0.99950194,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,CLOSED
126517,0.9995017,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,Footwear,First Class,PENDING_PAYMENT
49268,0.99949896,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Consumer,Puerto Rico,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,COMPLETE
75943,0.99949825,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South of  USA ,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PENDING
126102,0.99949765,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Caribbean,Consumer,Puerto Rico,Nike Men's Comfort 2 Slide,Tennis & Racquet,Fitness,First Class,PENDING
35640,0.99949753,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Western Europe,Corporate,EE. UU.,TaylorMade Women's RBZ SL Rescue,Golf Apparel,Outdoors,First Class,COMPLETE
87055,0.9994918,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",West Africa,Home Office,EE. UU.,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,COMPLETE
70091,0.9994912,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",North Africa,Home Office,EE. UU.,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,COMPLETE
46274,0.999488,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",South Asia,Consumer,Puerto Rico,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,Golf,First Class,PENDING_PAYMENT
136684,0.9994867,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South America,Home Office,Puerto Rico,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,Golf,First Class,PAYMENT_REVIEW
83696,0.99948275,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",Northern Europe,Consumer,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,ON_HOLD
176058,0.9994814,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Southeast Asia,Corporate,Puerto Rico,Rock music,Music,Discs Shop,First Class,PENDING
33822,0.9994791,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",South Asia,Home Office,EE. UU.,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,Fan Shop,First Class,PROCESSING
146323,0.9994789,High Risk,1,"Mode Risk Flag,Shipping Mode_Same Day,Shipping Mode_Standard Class",US Center ,Consumer,Puerto Rico,Nike Dri-FIT Crew Sock 6 Pack,Hockey,Fitness,First Class,PROCESSING
134817,0.9994778,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",West Asia,Consumer,EE. UU.,Titleist Pro V1x High Numbers Golf Balls,Electronics,Outdoors,First Class,COMPLETE
156569,0.9994772,High Risk,1,"Mode Risk Flag,Shipping Mode_Standard Class,Shipping Mode_Same Day",Eastern Asia,Consumer,EE. UU.,Team Golf St. Louis Cardinals Putter Grip,Accessories,Outdoors,First Class,PENDING
